Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200
CI G3,"0,01","0,016303","0,02527","0,0379759","0,0559242","0,0812155","0,11678","0,166693","0,236606","0,334315","0,470501","0,659649","0,921126","1,28029","1,7693","2,42708","3,29716","4,42175","5,82987","7,51798","9,42493","11,4096","13,2485","14,6712","15,4376","15,4256","14,6792","13,3849","11,7942","10,1409","8,59208","7,23847","6,11002","5,19849","4,47683","3,91203","3,47222","3,12977","2,86213","2,65156","2,48442","2,35036","2,24163","2,15243","2,07843","2,01643","1,96404","1,91948","1,8814","1,84883","1,82102","1,79739","1,77753","1,76111","1,74789","1,73766","1,73028","1,72563","1,72361","1,72414","1,72717","1,73263","1,74047","1,75064","1,7631","1,7778","1,7947","1,81374","1,83487","1,85803","1,88315","1,91014","1,93894","1,96944","2,00153","2,03509","2,06999","2,10608","2,1432","2,18119","2,21984","2,25898","2,29837","2,33782","2,37709","2,41594","2,45416","2,49149","2,52773","2,56263","2,596","2,62763","2,65735","2,68499","2,71041","2,73351","2,7542","2,77241","2,78812","2,80133","2,81205","2,82033","2,82625","2,8299","2,83139","2,83085","2,82842","2,82425","2,8185","2,81134","2,80292","2,7934","2,78296","2,77174","2,7599","2,74758","2,73491","2,72201","2,70901","2,696","2,68309","2,67035","2,65787","2,64572","2,63395","2,62261","2,61174","2,60139","2,59157","2,58232","2,57365","2,56557","2,55808","2,5512","2,54492","2,53923","2,53413","2,52961","2,52565","2,52224","2,51935","2,51698","2,51511","2,5137","2,51274","2,5122","2,51206","2,5123","2,51288","2,51378","2,51499","2,51646","2,51817","2,52011","2,52224","2,52454","2,52698","2,52954","2,5322","2,53493","2,53772","2,54054","2,54337","2,54619","2,549","2,55176","2,55447","2,55712","2,55968","2,56215","2,56452","2,56677","2,56891","2,57093","2,57282","2,57457","2,57618","2,57766","2,579","2,5802","2,58126","2,58219","2,58298","2,58364","2,58418","2,5846","2,5849","2,58509","2,58517","2,58516","2,58506","2,58487","2,5846","2,58426","2,58386","2,5834","2,58289","2,58234","2,58175","2,58112","2,58047"
CI G4,"0,005","0,00815148","0,012635","0,018988","0,0279621","0,0406077","0,0583898","0,0833463","0,118303","0,167158","0,23525","0,329824","0,460563","0,640143","0,88465","1,21354","1,64858","2,21088","2,91493","3,75899","4,71246","5,70481","6,62423","7,3356","7,71881","7,71281","7,33959","6,69243","5,89708","5,07045","4,29604","3,61923","3,05501","2,59924","2,23841","1,95601","1,73611","1,56489","1,43107","1,32578","1,24221","1,17518","1,12081","1,07621","1,03922","1,00822","0,982022","0,959738","0,940702","0,924417","0,910509","0,898696","0,888766","0,880557","0,873943","0,868829","0,865138","0,862813","0,861804","0,862072","0,863585","0,866314","0,870234","0,87532","0,881551","0,888902","0,897351","0,906871","0,917436","0,929015","0,941573","0,955072","0,96947","0,984718","1,00076","1,01754","1,03499","1,05304","1,0716","1,09059","1,10992","1,12949","1,14919","1,16891","1,18854","1,20797","1,22708","1,24575","1,26386","1,28132","1,298","1,31381","1,32867","1,34249","1,35521","1,36676","1,3771","1,38621","1,39406","1,40066","1,40602","1,41017","1,41313","1,41495","1,4157","1,41543","1,41421","1,41213","1,40925","1,40567","1,40146","1,3967","1,39148","1,38587","1,37995","1,37379","1,36745","1,36101","1,3545","1,348","1,34154","1,33518","1,32894","1,32286","1,31697","1,3113","1,30587","1,30069","1,29579","1,29116","1,28682","1,28278","1,27904","1,2756","1,27246","1,26962","1,26707","1,2648","1,26282","1,26112","1,25968","1,25849","1,25755","1,25685","1,25637","1,2561","1,25603","1,25615","1,25644","1,25689","1,25749","1,25823","1,25909","1,26006","1,26112","1,26227","1,26349","1,26477","1,2661","1,26747","1,26886","1,27027","1,27168","1,2731","1,2745","1,27588","1,27724","1,27856","1,27984","1,28107","1,28226","1,28339","1,28446","1,28547","1,28641","1,28728","1,28809","1,28883","1,2895","1,2901","1,29063","1,29109","1,29149","1,29182","1,29209","1,2923","1,29245","1,29254","1,29259","1,29258","1,29253","1,29243","1,2923","1,29213","1,29193","1,2917","1,29145","1,29117","1,29087","1,29056","1,29024"
I G1,1,"1,08202","1,18178","1,30567","1,46262","1,66506","1,93039","2,28283","2,75616","3,39737","4,27163","5,46899","7,1132","9,37289","12,4753","16,7215","22,5014","30,3029","40,7061","54,3493","71,8482","93,6553","119,865","150,01","182,93","216,822","249,496","278,784","302,948","320,929","332,404","337,666","337,428","332,623","324,235","313,2","300,343","286,351","271,778","257,052","242,494","228,338","214,745","201,82","189,626","178,193","167,529","157,623","148,454","139,99","132,197","125,037","118,472","112,463","106,972","101,963","97,4008","93,2542","89,4926","86,088","83,0147","80,2487","77,7686","75,5543","73,5877","71,8525","70,3336","69,0174","67,8916","66,9448","66,1669","65,5484","65,0808","64,7562","64,5673","64,5072","64,5695","64,7481","65,037","65,4307","65,9234","66,5095","67,1835","67,9395","68,7718","69,6745","70,6412","71,6656","72,7412","73,8612","75,0185","76,2061","77,4166","78,6427","79,877","81,112","82,3405","83,5552","84,7492","85,9158","87,0488","88,1421","89,1904","90,1887","91,1328","92,0189","92,8438","93,6052","94,3012","94,9306","95,4929","95,988","96,4167","96,7799","97,0793","97,3169","97,4952","97,6168","97,6847","97,7023","97,6729","97,6001","97,4875","97,3387","97,1575","96,9474","96,7121","96,4551","96,1796","95,8891","95,5865","95,2748","94,9568","94,6351","94,3121","93,9901","93,6712","93,3571","93,0496","92,7503","92,4604","92,1813","91,9138","91,659","91,4175","91,19","90,9769","90,7785","90,5952","90,427","90,2739","90,136","90,0129","89,9046","89,8107","89,7307","89,6644","89,6112","89,5706","89,542","89,5248","89,5184","89,5221","89,5353","89,5572","89,5871","89,6244","89,6683","89,7182","89,7733","89,833","89,8966","89,9634","90,0328","90,1042","90,177","90,2507","90,3247","90,3986","90,4718","90,544","90,6148","90,6837","90,7505","90,8149","90,8765","90,9353","90,991","91,0434","91,0924","91,1379","91,1798","91,2182","91,2529","91,2841","91,3116","91,3357","91,3563","91,3735","91,3875","91,3984"
I G2,0,"0,0299133","0,0722324","0,131972","0,216157","0,33462","0,501116","0,734852","1,06261","1,52162","2,16347","3,05927","4,30631","6,03637","8,42532","11,703","16,1607","22,1511","30,0724","40,3243","53,2236","68,8775","87,0342","106,966","127,465","147,01","164,072","177,453","186,498","191,135","191,756","189,028","183,72","176,576","168,244","159,251","150,002","140,794","131,836","123,266","115,17","107,595","100,558","94,0584","88,0829","82,6086","77,608","73,0508","68,9059","65,1424","61,7304","58,6415","55,849","53,3283","51,0565","49,0129","47,1784","45,5359","44,0697","42,7657","41,6114","40,5952","39,707","38,9375","38,2785","37,7225","37,2628","36,8935","36,609","36,4044","36,2752","36,2171","36,2265","36,2996","36,4332","36,6239","36,8686","37,1643","37,508","37,8966","38,327","38,7962","39,3008","39,8377","40,4033","40,9942","41,6067","42,2371","42,8815","43,5359","44,1964","44,859","45,5197","46,1744","46,8194","47,4507","48,0649","48,6584","49,2282","49,7712","50,2849","50,7671","51,2157","51,6291","52,0063","52,3464","52,6488","52,9136","53,1408","53,3312","53,4855","53,6048","53,6905","53,7442","53,7676","53,7626","53,7312","53,6754","53,5973","53,4992","53,3831","53,2512","53,1056","52,9484","52,7814","52,6066","52,4258","52,2406","52,0527","51,8636","51,6745","51,4868","51,3017","51,1201","50,9431","50,7713","50,6057","50,4467","50,295","50,151","50,0151","49,8876","49,7686","49,6584","49,557","49,4645","49,3808","49,3059","49,2395","49,1817","49,1321","49,0904","49,0566","49,0301","49,0108","48,9982","48,9921","48,9919","48,9974","49,0082","49,0238","49,0438","49,0678","49,0955","49,1264","49,1601","49,1962","49,2344","49,2742","49,3154","49,3575","49,4003","49,4434","49,4865","49,5295","49,5719","49,6136","49,6543","49,6939","49,7321","49,7688","49,804","49,8373","49,8688","49,8983","49,9259","49,9513","49,9747","49,996","50,0152","50,0323","50,0473","50,0602","50,0712","50,0803","50,0875","50,0929","50,0966","50,0987","50,0993","50,0984"
I G3,0,"0,0122494","0,0301919","0,0561504","0,0933793","0,146436","0,221692","0,328047","0,477902","0,688495","0,98368","1,3963","1,97121","2,76898","3,87013","5,37928","7,42781","10,1726","13,7868","18,4364","24,2393","31,2047","39,1675","47,7448","56,3521","64,2982","70,9371","75,8128","78,7367","79,7757","79,1786","77,285","74,449","70,9911","67,1763","63,2092","59,2397","55,3718","51,674","48,1877","44,9349","41,9238","39,1531","36,6155","34,2999","32,1927","30,2797","28,546","26,9774","25,56","24,2809","23,128","22,0901","21,1573","20,3201","19,5704","18,9005","18,3037","17,7739","17,3057","16,8942","16,5351","16,2245","15,9588","15,7351","15,5504","15,4023","15,2885","15,207","15,1559","15,1335","15,1383","15,1688","15,2236","15,3013","15,4009","15,5209","15,6602","15,8176","15,9918","16,1816","16,3856","16,6027","16,8313","17,07","17,3174","17,572","17,8322","18,0964","18,363","18,6304","18,8969","19,1609","19,4208","19,6751","19,9224","20,1611","20,3901","20,6081","20,814","21,0069","21,1861","21,3509","21,5008","21,6354","21,7546","21,8585","21,9469","22,0203","22,079","22,1234","22,1542","22,1719","22,1774","22,1713","22,1546","22,1281","22,0927","22,0493","21,9987","21,9419","21,8797","21,8129","21,7425","21,669","21,5933","21,5161","21,438","21,3596","21,2814","21,204","21,1279","21,0533","20,9808","20,9106","20,8431","20,7784","20,7168","20,6585","20,6035","20,5521","20,5042","20,46","20,4195","20,3825","20,3493","20,3196","20,2935","20,2708","20,2515","20,2355","20,2226","20,2127","20,2057","20,2014","20,1998","20,2005","20,2035","20,2087","20,2157","20,2245","20,235","20,2468","20,2599","20,2742","20,2893","20,3053","20,3219","20,339","20,3565","20,3741","20,3919","20,4097","20,4273","20,4447","20,4617","20,4784","20,4945","20,51","20,525","20,5392","20,5527","20,5654","20,5773","20,5883","20,5985","20,6079","20,6164","20,624","20,6307","20,6366","20,6417","20,6459","20,6494","20,6521","20,6541","20,6554","20,6561","20,6561","20,6555","20,6545"
I G4,0,"0,0061247","0,015096","0,0280752","0,0466897","0,0732178","0,110846","0,164023","0,238951","0,344247","0,49184","0,69815","0,985603","1,38449","1,93507","2,68964","3,71391","5,08632","6,8934","9,21822","12,1197","15,6023","19,5837","23,8724","28,1761","32,1491","35,4685","37,9064","39,3684","39,8878","39,5893","38,6425","37,2245","35,4956","33,5881","31,6046","29,6198","27,6859","25,837","24,0939","22,4675","20,9619","19,5765","18,3078","17,1499","16,0964","15,1398","14,273","13,4887","12,78","12,1404","11,564","11,0451","10,5786","10,1601","9,78518","9,45024","9,15183","8,88695","8,65285","8,44711","8,26756","8,11224","7,97942","7,86753","7,77519","7,70114","7,64425","7,6035","7,57795","7,56677","7,56916","7,58439","7,61178","7,65067","7,70043","7,76044","7,8301","7,90879","7,9959","8,09079","8,19282","8,30133","8,41563","8,53501","8,65872","8,78601","8,91611","9,04821","9,18151","9,31519","9,44844","9,58044","9,71041","9,83757","9,96119","10,0806","10,195","10,304","10,407","10,5035","10,5931","10,6754","10,7504","10,8177","10,8773","10,9292","10,9735","11,0102","11,0395","11,0617","11,0771","11,086","11,0887","11,0857","11,0773","11,0641","11,0464","11,0246","10,9994","10,9709","10,9398","10,9065","10,8712","10,8345","10,7967","10,7581","10,719","10,6798","10,6407","10,602","10,5639","10,5267","10,4904","10,4553","10,4215","10,3892","10,3584","10,3292","10,3018","10,276","10,2521","10,23","10,2097","10,1913","10,1746","10,1598","10,1467","10,1354","10,1257","10,1177","10,1113","10,1063","10,1028","10,1007","10,0999","10,1003","10,1018","10,1043","10,1079","10,1123","10,1175","10,1234","10,13","10,1371","10,1447","10,1527","10,161","10,1695","10,1782","10,1871","10,196","10,2048","10,2136","10,2223","10,2309","10,2392","10,2472","10,255","10,2625","10,2696","10,2763","10,2827","10,2886","10,2942","10,2993","10,3039","10,3082","10,312","10,3154","10,3183","10,3208","10,323","10,3247","10,3261","10,3271","10,3277","10,328","10,328","10,3278","10,3272"
R G1,0,"0,128694","0,266036","0,414426","0,577154","0,758758","0,965513","1,20613","1,49269","1,84201","2,27746","2,83145","3,54892","4,49186","5,74541","7,42556","9,68866","12,7422","16,856","22,3702","29,6973","39,3091","51,7044","67,3505","86,6053","109,635","136,35","166,391","199,158","233,89","269,755","305,939","341,707","376,444","409,666","441,018","470,264","497,262","521,952","544,337","564,464","582,413","598,289","612,209","624,299","634,687","643,502","650,87","656,912","661,745","665,475","668,208","670,037","671,053","671,337","670,967","670,012","668,537","666,603","664,264","661,571","658,57","655,304","651,812","648,131","644,294","640,332","636,274","632,144","627,969","623,769","619,566","615,38","611,227","607,125","603,089","599,133","595,27","591,513","587,872","584,359","580,982","577,75","574,67","571,75","568,995","566,41",564,"561,768","559,715","557,845","556,156","554,65","553,324","552,176","551,205","550,405","549,772","549,301","548,985","548,818","548,792","548,899","549,131","549,478","549,932","550,482","551,12","551,836","552,619","553,46","554,35","555,28","556,24","557,223","558,219","559,221","560,221","561,214","562,192","563,15","564,083","564,985","565,854","566,685","567,475","568,222","568,923","569,578","570,185","570,743","571,252","571,712","572,123","572,486","572,802","573,072","573,297","573,479","573,621","573,723","573,788","573,817","573,814","573,78","573,718","573,63","573,518","573,385","573,232","573,063","572,879","572,682","572,475","572,26","572,038","571,812","571,583","571,352","571,122","570,893","570,668","570,446","570,231","570,021","569,819","569,626","569,441","569,265","569,1","568,945","568,8","568,667","568,544","568,433","568,333","568,244","568,166","568,099","568,042","567,995","567,958","567,93","567,911","567,901","567,899","567,904","567,916","567,935","567,96","567,989","568,024","568,063","568,106","568,152","568,201","568,252","568,305","568,359","568,413","568,469"
R G2,0,"0,00174995","0,00789409","0,0201746","0,0410378","0,0739154","0,123618","0,196884","0,30314","0,455553","0,672485","0,979468","1,41188","2,01848","2,86601","4,04491","5,67603","7,91776","10,9721","15,0871","20,5513","27,6752","36,7556","48,0236","61,5849","77,3718","95,1254","114,42","134,724","155,469","176,122","196,227","215,428","233,471","250,193","265,506","279,384","291,843","302,929","312,71","321,265","328,681","335,046","340,447","344,97","348,695","351,699","354,052","355,821","357,065","357,841","358,2","358,189","357,849","357,219","356,335","355,229","353,93","352,464","350,856","349,129","347,301","345,391","343,417","341,394","339,335","337,255","335,165","333,075","330,997","328,94","326,911","324,92","322,973","321,078","319,241","317,466","315,761","314,129","312,574","311,101","309,713","308,412","307,202","306,084","305,06","304,131","303,297","302,558","301,915","301,365","300,908","300,543","300,266","300,075","299,967","299,938","299,984","300,101","300,285","300,531","300,834","301,188","301,588","302,03","302,507","303,014","303,547","304,099","304,666","305,244","305,827","306,41","306,991","307,566","308,13","308,68","309,214","309,73","310,224","310,695","311,141","311,562","311,955","312,32","312,657","312,966","313,245","313,496","313,719","313,913","314,081","314,222","314,338","314,429","314,497","314,542","314,567","314,572","314,558","314,528","314,481","314,421","314,347","314,262","314,166","314,062","313,949","313,831","313,707","313,578","313,447","313,313","313,179","313,044","312,91","312,777","312,647","312,52","312,396","312,276","312,161","312,051","311,946","311,847","311,754","311,667","311,586","311,512","311,444","311,383","311,328","311,28","311,238","311,202","311,172","311,148","311,13","311,116","311,108","311,105","311,106","311,112","311,121","311,134","311,15","311,169","311,191","311,215","311,241","311,269","311,298","311,329","311,36","311,392","311,425","311,457","311,489","311,522","311,553","311,584"
R G3,0,"0,000711387","0,00325801","0,00844424","0,0174006","0,0317145","0,0536121","0,0862128","0,133881","0,202714","0,301211","0,441187","0,638995","0,917153","1,30642","1,84838","2,59836","3,62852","5,03014","6,91401","9,40683","12,6413","16,7385","21,7832","27,7983","34,7256","42,4239","50,6853","59,2659","67,9196","76,4257","84,6053","92,3266","99,5023","106,083","112,051","117,408","122,173","126,375","130,049","133,233","135,966","138,288","140,235","141,844","143,147","144,176","144,959","145,522","145,89","146,084","146,123","146,027","145,81","145,488","145,075","144,582","144,02","143,4","142,73","142,02","141,276","140,505","139,713","138,908","138,093","137,273","136,454","135,638","134,831","134,035","133,254","132,491","131,748","131,027","130,333","129,665","129,027","128,42","127,845","127,304","126,798","126,329","125,896","125,501","125,144","124,825","124,544","124,301","124,096","123,928","123,796","123,7","123,638","123,609","123,612","123,644","123,706","123,793","123,905","124,04","124,195","124,368","124,557","124,76","124,975","125,199","125,431","125,668","125,908","126,151","126,393","126,633","126,87","127,102","127,328","127,547","127,758","127,96","128,152","128,333","128,504","128,663","128,81","128,946","129,07","129,182","129,282","129,37","129,447","129,512","129,567","129,612","129,646","129,671","129,687","129,695","129,694","129,686","129,672","129,651","129,624","129,592","129,555","129,515","129,471","129,423","129,374","129,322","129,269","129,214","129,159","129,104","129,048","128,993","128,939","128,886","128,834","128,783","128,735","128,688","128,643","128,601","128,561","128,524","128,489","128,456","128,427","128,4","128,376","128,354","128,335","128,318","128,305","128,293","128,284","128,277","128,272","128,27","128,269","128,27","128,273","128,277","128,283","128,29","128,299","128,308","128,318","128,329","128,341","128,353","128,366","128,379","128,392","128,406","128,419","128,432","128,446","128,459","128,471","128,484"
R G4,0,"0,000355694","0,00162901","0,00422212","0,00870031","0,0158572","0,026806","0,0431064","0,0669405","0,101357","0,150606","0,220593","0,319497","0,458576","0,653211","0,924188","1,29918","1,81426","2,51507","3,45701","4,70341","6,32065","8,36923","10,8916","13,8991","17,3628","21,2119","25,3426","29,6329","33,9598","38,2128","42,3027","46,1633","49,7512","53,0417","56,0254","58,7039","61,0864","63,1873","65,0243","66,6163","67,9831","69,1439","70,1175","70,9219","71,5735","72,088","72,4795","72,7612","72,945","73,0419","73,0616","73,0133","72,9049","72,7441","72,5373","72,2908","72,01","71,6999","71,3652","71,0099","70,6378","70,2523","69,8567","69,4538","69,0463","68,6366","68,2269","67,8192","67,4156","67,0176","66,6271","66,2453","65,8738","65,5137","65,1663","64,8325","64,5134","64,2098","63,9224","63,6521","63,3992","63,1645","62,9481","62,7505","62,5719","62,4123","62,2719","62,1505","62,0479","61,9638","61,898","61,8498","61,8189","61,8045","61,8058","61,8222","61,8528","61,8966","61,9526","62,0199","62,0973","62,1839","62,2785","62,38","62,4873","62,5995","62,7153","62,8339","62,9542","63,0753","63,1963","63,3164","63,4349","63,551","63,6641","63,7736","63,879","63,9799","64,0758","64,1666","64,2518","64,3314","64,4052","64,473","64,5349","64,5908","64,6408","64,6849","64,7234","64,7562","64,7837","64,8059","64,8232","64,8357","64,8437","64,8474","64,8472","64,8432","64,8358","64,8253","64,8119","64,796","64,7777","64,7574","64,7353","64,7117","64,6869","64,661","64,6343","64,6071","64,5796","64,5518","64,5241","64,4966","64,4695","64,4429","64,4169","64,3917","64,3673","64,344","64,3217","64,3005","64,2805","64,2618","64,2443","64,2282","64,2134","64,1999","64,1878","64,1769","64,1674","64,1592","64,1523","64,1465","64,142","64,1386","64,1362","64,1349","64,1345","64,1351","64,1365","64,1387","64,1416","64,1452","64,1493","64,154","64,1591","64,1647","64,1705","64,1767","64,183","64,1895","64,1962","64,2029","64,2096","64,2162","64,2228","64,2293","64,2357","64,2418"
S G1,999,"998,789","998,552","998,28","997,96","997,576","997,104","996,511","995,751","994,761","993,451","991,7","989,338","986,135","981,779","975,853","967,81","956,955","942,438","923,281","898,454","867,036","828,43","782,64","730,465","673,543","614,154","554,825","497,895","445,182","397,842","356,396","320,865","290,933","266,099","245,781","229,394","216,387","206,27","198,611","193,042","189,248","186,966","185,971","186,076","187,12","188,969","191,506","194,634","198,266","202,328","206,755","211,491","216,484","221,691","227,071","232,587","238,209","243,904","249,648","255,415","261,182","266,928","272,634","278,281","283,853","289,334","294,709","299,964","305,087","310,064","314,885","319,54","324,017","328,308","332,404","336,298","339,982","343,45","346,697","349,718","352,509","355,067","357,39","359,478","361,331","362,949","364,334","365,491","366,424","367,137","367,638","367,934","368,034","367,947","367,683","367,255","366,673","365,95","365,099","364,133","363,066","361,911","360,681","359,389","358,049","356,674","355,275","353,863","352,451","351,047","349,662","348,303","346,98","345,698","344,464","343,284","342,162","341,101","340,106","339,177","338,317","337,527","336,808","336,158","335,578","335,066","334,622","334,242","333,926","333,671","333,474","333,332","333,242","333,202","333,208","333,257","333,346","333,471","333,629","333,817","334,031","334,269","334,527","334,802","335,092","335,393","335,703","336,02","336,341","336,663","336,985","337,305","337,62","337,929","338,231","338,524","338,806","339,077","339,336","339,582","339,814","340,032","340,234","340,422","340,594","340,75","340,891","341,017","341,127","341,222","341,303","341,37","341,423","341,463","341,49","341,505","341,509","341,503","341,487","341,461","341,428","341,386","341,338","341,284","341,225","341,161","341,093","341,022","340,948","340,873","340,796","340,719","340,641","340,564","340,488","340,413","340,339","340,268","340,199","340,133"
S G2,500,"499,968","499,92","499,848","499,743","499,591","499,375","499,068","498,634","498,023","497,164","495,961","494,282","491,945","488,709","484,252","478,163","469,931","458,955","444,589","426,225","403,447","376,21","345,011","310,95","275,619","240,802","208,127","178,779","153,396","132,122","114,745","100,852","89,9531","81,5636","75,2432","70,6142","67,3633","65,2352","64,024","63,5647","63,7245","64,3967","65,4944","66,947","68,696","70,6929","72,897","75,2734","77,7923","80,4281","83,1581","85,9623","88,8231","91,7244","94,6519","97,5925","100,534","103,466","106,378","109,26","112,104","114,902","117,645","120,328","122,942","125,482","127,942","130,316","132,598","134,785","136,872","138,853","140,727","142,489","144,135","145,665","147,075","148,363","149,529","150,572","151,491","152,287","152,96","153,512","153,946","154,263","154,466","154,56","154,55","154,438","154,232","153,937","153,56","153,106","152,583","151,997","151,358","150,67","149,943","149,184","148,399","147,597","146,783","145,964","145,147","144,337","143,54","142,76","142,002","141,271","140,569","139,899","139,264","138,667","138,108","137,589","137,11","136,673","136,277","135,922","135,608","135,333","135,097","134,898","134,736","134,609","134,514","134,451","134,418","134,412","134,432","134,476","134,542","134,628","134,732","134,852","134,986","135,133","135,291","135,457","135,631","135,811","135,994","136,181","136,369","136,557","136,745","136,93","137,112","137,29","137,463","137,63","137,791","137,945","138,092","138,231","138,361","138,483","138,596","138,7","138,795","138,881","138,959","139,027","139,086","139,137","139,179","139,214","139,24","139,259","139,271","139,277","139,276","139,269","139,256","139,238","139,216","139,19","139,16","139,126","139,09","139,051","139,01","138,968","138,924","138,879","138,834","138,789","138,744","138,699","138,654","138,611","138,568","138,527","138,488","138,45","138,414","138,38","138,348","138,317"
S G3,200,"199,987","199,967","199,935","199,889","199,822","199,725","199,586","199,388","199,109","198,715","198,163","197,39","196,314","194,823","192,772","189,974","186,199","181,183","174,65","166,354","156,154","144,094","130,472","115,85","100,976","86,639","73,5019","61,9974","52,3048","44,3957","38,1097","33,2245","29,5066","26,7403","24,7399","23,3525","22,4554","21,9513","21,7636","21,8324","22,1101","22,5592","23,1494","23,8564","24,6602","25,5444","26,495","27,5002","28,5499","29,6354","30,7488","31,8833","33,0328","34,1917","35,355","36,5179","37,6763","38,8262","39,9639","41,086","42,1893","43,2708","44,3277","45,3572","46,357","47,3246","48,2578","49,1546","50,013","50,8312","51,6075","52,3406","53,0289","53,6712","54,2666","54,8141","55,313","55,7629","56,1633","56,5143","56,8159","57,0684","57,2725","57,4289","57,5388","57,6033","57,624","57,6027","57,5413","57,442","57,3072","57,1394","56,9414","56,7159","56,4659","56,1944","55,9043","55,5988","55,2808","54,9533","54,6193","54,2814","53,9423","53,6047","53,2707","52,9426","52,6224","52,3119","52,0126","51,726","51,4532","51,1952","50,9528","50,7267","50,5172","50,3247","50,1493","49,991","49,8496","49,725","49,6166","49,5242","49,4472","49,385","49,3369","49,3023","49,2805","49,2706","49,2719","49,2835","49,3048","49,3348","49,3728","49,418","49,4696","49,5268","49,5889","49,6551","49,7248","49,7973","49,8719","49,9481","50,0252","50,1027","50,1801","50,257","50,3328","50,4072","50,4798","50,5503","50,6183","50,6836","50,746","50,8053","50,8612","50,9137","50,9627","51,008","51,0496","51,0875","51,1217","51,1522","51,179","51,2023","51,222","51,2383","51,2513","51,2612","51,268","51,272","51,2732","51,2719","51,2682","51,2623","51,2543","51,2445","51,2331","51,2202","51,2059","51,1906","51,1743","51,1572","51,1395","51,1213","51,1028","51,0841","51,0653","51,0467","51,0282","51,01","50,9923","50,975","50,9582","50,9422","50,9268","50,9121","50,8983","50,8853","50,8732","50,8619"
S G4,100,"99,9935","99,9833","99,9677","99,9446","99,9109","99,8623","99,7929","99,6941","99,5544","99,3576","99,0813","98,6949","98,1569","97,4117","96,3862","94,9869","93,0994","90,5915","87,3248","83,1769","78,077","72,047","65,236","57,9248","50,4881","43,3195","36,751","30,9987","26,1524","22,1979","19,0548","16,6122","14,7533","13,3701","12,3699","11,6763","11,2277","10,9756","10,8818","10,9162","11,0551","11,2796","11,5747","11,9282","12,3301","12,7722","13,2475","13,7501","14,275","14,8177","15,3744","15,9417","16,5164","17,0959","17,6775","18,259","18,8382","19,4131","19,982","20,543","21,0947","21,6354","22,1638","22,6786","23,1785","23,6623","24,1289","24,5773","25,0065","25,4156","25,8038","26,1703","26,5144","26,8356","27,1333","27,407","27,6565","27,8814","28,0817","28,2571","28,4079","28,5342","28,6363","28,7145","28,7694","28,8016","28,812","28,8013","28,7706","28,721","28,6536","28,5697","28,4707","28,358","28,233","28,0972","27,9522","27,7994","27,6404","27,4767","27,3096","27,1407","26,9712","26,8023","26,6354","26,4713","26,3112","26,156","26,0063","25,863","25,7266","25,5976","25,4764","25,3633","25,2586","25,1624","25,0747","24,9955","24,9248","24,8625","24,8083","24,7621","24,7236","24,6925","24,6685","24,6512","24,6402","24,6353","24,6359","24,6418","24,6524","24,6674","24,6864","24,709","24,7348","24,7634","24,7944","24,8275","24,8624","24,8986","24,936","24,974","25,0126","25,0514","25,0901","25,1285","25,1664","25,2036","25,2399","25,2751","25,3092","25,3418","25,373","25,4026","25,4306","25,4569","25,4813","25,504","25,5248","25,5438","25,5608","25,5761","25,5895","25,6011","25,611","25,6192","25,6257","25,6306","25,634","25,636","25,6366","25,6359","25,6341","25,6311","25,6272","25,6223","25,6165","25,6101","25,603","25,5953","25,5871","25,5786","25,5697","25,5606","25,5514","25,542","25,5327","25,5233","25,5141","25,505","25,4961","25,4875","25,4791","25,4711","25,4634","25,4561","25,4491","25,4426","25,4366","25,431"
