Time,C G1 G1,C G1 G2,C G1 G3,C G1 G4,C G2 G2,C G2 G3,C G2 G4,C G3 G3,C G3 G4,C G4 G4,CC G1,CC G2,CC G3,CC G4,CVS G1,CVS G2,CVS G3,CVS G4,CI G1,CI G2,CI G3,CI G4,CAB G1 G3,CAB G1 G4,DME,FT,I G1,I0 G1,I G2,I0 G2,I G3,I0 G3,I G4,I0 G4,IT,P G1,P G2,P G3,P G4,PT0 G1,PT0 G2,PT0 G3,PT0 G4,PTE,R G1,R G2,R G3,R G4,S G1,S0 G1,S G2,S0 G2,S G3,S0 G3,S G4,S0 G4,SAVEPER,TC G1,TCS G1 G1,TCS G1 G2,TCS G1 G3,TCS G1 G4,TC G2,TCS G2 G1,TCS G2 G2,TCS G2 G3,TCS G2 G4,TC G3,TCS G3 G1,TCS G3 G2,TCS G3 G3,TCS G3 G4,TC G4,TCS G4 G1,TCS G4 G2,TCS G4 G3,TCS G4 G4,TCONTAGIO G1,TCONTAGIO G2,TCONTAGIO G3,TCONTAGIO G4,TR,TIME STEP,TVS
143,,,,,,,,,,,114574,62073,255243,127622,114763,628694,259111,129555,112091,61015,25137,125685,,,,,91659,,496584,,204195,,102097,,,0.091659,0.0993168,0.102097,0.102097,,,,,,573814,314347,129555,647777,334527,999,135994,500,500252,200,250126,100,,0.670147,0.366636,0.0993168,0.102097,0.102097,0.897315,0.091659,0.397267,0.204195,0.204195,100497,0.091659,0.198634,0.408389,0.306292,100497,0.091659,0.198634,0.306292,0.408389,0.0335074,0.0448658,0.0502487,0.0502487,125,,
144,,,,,,,,,,,114272,619463,254782,127391,114756,628524,259029,129515,111926,609768,251274,125637,,,,,914175,,49557,,203825,,101913,,,0.0914175,0.099114,0.101913,0.101913,,,,,,573.78,314262,129515,647574,334802,999,136181,500,501027,200,250514,100,,0.66861,0.36567,0.099114,0.101913,0.101913,0.895525,0.0914175,0.396456,0.203825,0.203825,100303,0.0914175,0.198228,0.407651,0.305738,100303,0.0914175,0.198228,0.305738,0.407651,0.0334305,0.0447762,0.0501517,0.0501517,125,,
145,,,,,,,,,,,113988,618306,254366,127183,114744,628333,258941,129471,111784,609496,25122,12561,,,,,91.19,,494645,,203493,,101746,,,0.09119,0.098929,0.101746,0.101746,,,,,,573718,314166,129471,647353,335092,999,136369,500,501801,200,250901,100,,0.667182,0.36476,0.098929,0.101746,0.101746,0.893892,0.09119,0.395716,0.203493,0.203493,100127,0.09119,0.197858,0.406986,0.305239,100127,0.09119,0.197858,0.305239,0.406986,0.0333591,0.0446946,0.0500636,0.0500636,125,,
146,,,,,,,,,,,113721,61726,253995,126998,114726,628124,258847,129423,111663,60933,251206,125603,,,,,909769,,493808,,203196,,101598,,,0.0909769,0.0987616,0.101598,0.101598,,,,,,573.63,314062,129423,647117,335393,999,136557,500,50257,200,251285,100,,0.665865,0.363908,0.0987616,0.101598,0.101598,0.892415,0.0909769,0.395046,0.203196,0.203196,0.999686,0.0909769,0.197523,0.406392,0.304794,0.999686,0.0909769,0.197523,0.304794,0.406392,0.0332933,0.0446208,0.0499843,0.0499843,125,,
147,,,,,,,,,,,113473,616323,253668,126834,114704,627899,258747,129374,111564,609262,25123,125615,,,,,907785,,493059,,202935,,101467,,,0.0907785,0.0986117,0.101467,0.101467,,,,,,573518,313949,129374,646869,335703,999,136745,500,503328,200,251664,100,,0.664661,0.363114,0.0986117,0.101467,0.101467,0.891095,0.0907785,0.394447,0.202935,0.202935,0.998274,0.0907785,0.197223,0.40587,0.304402,0.998274,0.0907785,0.197223,0.304402,0.40587,0.033233,0.0445547,0.0499137,0.0499137,125,,
148,,,,,,,,,,,113244,615494,253385,126693,114677,627661,258644,129322,111486,609288,251288,125644,,,,,905952,,492395,,202708,,101354,,,0.0905952,0.0984791,0.101354,0.101354,,,,,,573385,313831,129322,64661,336.02,999,136.93,500,504072,200,252036,100,,0.663568,0.362381,0.0984791,0.101354,0.101354,0.889928,0.0905952,0.393916,0.202708,0.202708,0.997031,0.0905952,0.196958,0.405416,0.304062,0.997031,0.0905952,0.196958,0.304062,0.405416,0.0331784,0.0444964,0.0498516,0.0498516,125,,
149,,,,,,,,,,,113034,614771,253144,126572,114646,627413,258537,129269,111427,6094,251378,125689,,,,,90427,,491817,,202515,,101257,,,0.090427,0.0983633,0.101257,0.101257,,,,,,573232,313707,129269,646343,336341,999,137112,500,504798,200,252399,100,,0.662586,0.361708,0.0983633,0.101257,0.101257,0.88891,0.090427,0.393453,0.202515,0.202515,0.995956,0.090427,0.196727,0.40503,0.303772,0.995956,0.090427,0.196727,0.303772,0.40503,0.0331293,0.0444455,0.0497978,0.0497978,125,,
150,,,,,,,,,,,112842,614151,252943,126472,114613,627156,258429,129214,111387,609594,251499,125749,,,,,902739,,491321,,202355,,101177,,,0.0902739,0.0982641,0.101177,0.101177,,,,,,573063,313578,129214,646071,336663,999,137.29,500,505503,200,252751,100,,0.661714,0.361096,0.0982641,0.101177,0.101177,0.88804,0.0902739,0.393056,0.202355,0.202355,0.995043,0.0902739,0.196528,0.404709,0.303532,0.995043,0.0902739,0.196528,0.303532,0.404709,0.0330857,0.044402,0.0497522,0.0497522,125,,
151,,,,,,,,,,,11267,613631,252782,126391,114576,626894,258318,129159,111365,609861,251646,125823,,,,,90136,,490904,,202226,,101113,,,0.090136,0.0981809,0.101113,0.101113,,,,,,572879,313447,129159,645796,336985,999,137463,500,506183,200,253092,100,,0.66095,0.360544,0.0981809,0.101113,0.101113,0.887311,0.090136,0.392724,0.202226,0.202226,0.994287,0.090136,0.196362,0.404451,0.303338,0.994287,0.090136,0.196362,0.303338,0.404451,0.0330475,0.0443655,0.0497144,0.0497144,125,,
152,,,,,,,,,,,112516,613207,252659,126329,114536,626627,258207,129104,11136,610197,251817,125909,,,,,900129,,490566,,202127,,101063,,,0.0900129,0.0981131,0.101063,0.101063,,,,,,572682,313313,129104,645518,337305,999,137.63,500,506836,200,253418,100,,0.660292,0.360052,0.0981131,0.101063,0.101063,0.886719,0.0900129,0.392453,0.202127,0.202127,0.993683,0.0900129,0.196226,0.404254,0.30319,0.993683,0.0900129,0.196226,0.30319,0.404254,0.0330146,0.044336,0.0496842,0.0496842,125,,
153,,,,,,,,,,,112381,612877,252571,126286,114495,626357,258097,129048,11137,610594,252011,126006,,,,,899046,,490301,,202057,,101028,,,0.0899046,0.0980603,0.101028,0.101028,,,,,,572475,313179,129048,645241,337.62,999,137791,500,50746,200,25373,100,,0.659736,0.359618,0.0980603,0.101028,0.101028,0.886259,0.0899046,0.392241,0.202057,0.202057,0.993224,0.0899046,0.196121,0.404114,0.303085,0.993224,0.0899046,0.196121,0.303085,0.404114,0.0329868,0.044313,0.0496612,0.0496612,125,,
154,,,,,,,,,,,112263,612635,252518,126259,114452,626088,257987,128993,111395,611046,252224,126112,,,,,898107,,490108,,202014,,101007,,,0.0898107,0.0980216,0.101007,0.101007,,,,,,572.26,313044,128993,644966,337929,999,137945,500,508053,200,254026,100,,0.659279,0.359243,0.0980216,0.101007,0.101007,0.885926,0.0898107,0.392086,0.202014,0.202014,0.992904,0.0898107,0.196043,0.404029,0.303022,0.992904,0.0898107,0.196043,0.303022,0.404029,0.0329639,0.0442963,0.0496452,0.0496452,125,,
155,,,,,,,,,,,112163,612478,252497,126249,114408,62582,257878,128939,111433,611548,252454,126227,,,,,897307,,489982,,201998,,100999,,,0.0897307,0.0979965,0.100999,0.100999,,,,,,572038,312.91,128939,644695,338231,999,138092,500,508612,200,254306,100,,0.658917,0.358923,0.0979965,0.100999,0.100999,0.885712,0.0897307,0.391986,0.201998,0.201998,0.992715,0.0897307,0.195993,0.403995,0.302996,0.992715,0.0897307,0.195993,0.302996,0.403995,0.0329459,0.0442856,0.0496358,0.0496358,125,,
156,,,,,,,,,,,112081,612401,252506,126253,114362,625555,257771,128886,111484,612093,252698,126349,,,,,896644,,489921,,202005,,101003,,,0.0896644,0.0979842,0.101003,0.101003,,,,,,571812,312777,128886,644429,338524,999,138231,500,509137,200,254569,100,,0.658647,0.358658,0.0979842,0.101003,0.101003,0.885611,0.0896644,0.391937,0.202005,0.202005,0.992651,0.0896644,0.195968,0.40401,0.303008,0.992651,0.0896644,0.195968,0.303008,0.40401,0.0329324,0.0442806,0.0496325,0.0496325,125,,
157,,,,,,,,,,,112014,612399,252544,126272,114317,625294,257668,128834,111546,612675,252954,126477,,,,,896112,,489919,,202035,,101018,,,0.0896112,0.0979839,0.101018,0.101018,,,,,,571583,312647,128834,644169,338806,999,138361,500,509627,200,254813,100,,0.658464,0.358445,0.0979839,0.101018,0.101018,0.885617,0.0896112,0.391936,0.202035,0.202035,0.992703,0.0896112,0.195968,0.404071,0.303053,0.992703,0.0896112,0.195968,0.303053,0.404071,0.0329232,0.0442809,0.0496351,0.0496351,125,,
158,,,,,,,,,,,111963,612468,252608,126304,11427,625039,257567,128783,111618,613287,25322,12661,,,,,895706,,489974,,202087,,101043,,,0.0895706,0.0979949,0.101043,0.101043,,,,,,571352,312.52,128783,643917,339077,999,138483,500,51008,200,25504,100,,0.658364,0.358282,0.0979949,0.101043,0.101043,0.885723,0.0895706,0.39198,0.202087,0.202087,0.992863,0.0895706,0.19599,0.404173,0.30313,0.992863,0.0895706,0.19599,0.30313,0.404173,0.0329182,0.0442862,0.0496432,0.0496432,125,,
159,,,,,,,,,,,111928,612602,252696,126348,114224,624792,257469,128735,11.17,613926,253493,126747,,,,,89542,,490082,,202157,,101079,,,0.089542,0.0980164,0.101079,0.101079,,,,,,571122,312396,128735,643673,339336,999,138596,500,510496,200,255248,100,,0.658342,0.358168,0.0980164,0.101079,0.101079,0.885922,0.089542,0.392066,0.202157,0.202157,0.993125,0.089542,0.196033,0.404314,0.303236,0.993125,0.089542,0.196033,0.303236,0.404314,0.0329171,0.0442961,0.0496562,0.0496562,125,,
160,,,,,,,,,,,111906,612797,252807,126403,114179,624552,257376,128688,111789,614584,253772,126886,,,,,895248,,490238,,202245,,101123,,,0.0895248,0.0980476,0.101123,0.101123,,,,,,570893,312276,128688,64344,339582,999,138.7,500,510875,200,255438,100,,0.658392,0.358099,0.0980476,0.101123,0.101123,0.886206,0.0895248,0.39219,0.202245,0.202245,0.993479,0.0895248,0.196095,0.404491,0.303368,0.993479,0.0895248,0.196095,0.303368,0.404491,0.0329196,0.0443103,0.0496739,0.0496739,125,,
161,,,,,,,,,,,111898,613048,252937,126468,114134,624322,257287,128643,111886,615257,254054,127027,,,,,895184,,490438,,20235,,101175,,,0.0895184,0.0980876,0.101175,0.101175,,,,,,570668,312161,128643,643217,339814,999,138795,500,511217,200,255608,100,,0.658511,0.358074,0.0980876,0.101175,0.101175,0.886568,0.0895184,0.39235,0.20235,0.20235,0.993917,0.0895184,0.196175,0.404699,0.303524,0.993917,0.0895184,0.196175,0.303524,0.404699,0.0329255,0.0443284,0.0496959,0.0496959,125,,
162,,,,,,,,,,,111903,613348,253085,126543,114089,624101,257202,128601,111988,61594,254337,127168,,,,,895221,,490678,,202468,,101234,,,0.0895221,0.0981357,0.101234,0.101234,,,,,,570446,312051,128601,643005,340032,999,138881,500,511522,200,255761,100,,0.658692,0.358088,0.0981357,0.101234,0.101234,0.887001,0.0895221,0.392543,0.202468,0.202468,0.994432,0.0895221,0.196271,0.404936,0.303702,0.994432,0.0895221,0.196271,0.303702,0.404936,0.0329346,0.0443501,0.0497216,0.0497216,125,,
163,,,,,,,,,,,111919,613694,253249,126625,114046,623892,257122,128561,112095,616627,254619,12731,,,,,895353,,490955,,202599,,10.13,,,0.0895353,0.098191,0.1013,0.1013,,,,,,570231,311946,128561,642805,340234,999,138959,500,51179,200,255895,100,,0.658931,0.358141,0.098191,0.1013,0.1013,0.887498,0.0895353,0.392764,0.202599,0.202599,0.995015,0.0895353,0.196382,0.405199,0.303899,0.995015,0.0895353,0.196382,0.303899,0.405199,0.0329466,0.0443749,0.0497508,0.0497508,125,,
164,,,,,,,,,,,111946,61408,253427,126714,114004,623694,257047,128524,112207,617315,2549,12745,,,,,895572,,491264,,202742,,101371,,,0.0895572,0.0982528,0.101371,0.101371,,,,,,570021,311847,128524,642618,340422,999,139027,500,512023,200,256011,100,,0.659223,0.358229,0.0982528,0.101371,0.101371,0.888051,0.0895572,0.393011,0.202742,0.202742,0.995658,0.0895572,0.196506,0.405483,0.304112,0.995658,0.0895572,0.196506,0.304112,0.405483,0.0329612,0.0444026,0.0497829,0.0497829,125,,
165,,,,,,,,,,,111984,614501,253617,126808,113964,623507,256977,128489,112321,617998,255176,127588,,,,,895871,,491601,,202893,,101447,,,0.0895871,0.0983201,0.101447,0.101447,,,,,,569819,311754,128489,642443,340594,999,139086,500,51222,200,25611,100,,0.659562,0.358348,0.0983201,0.101447,0.101447,0.888654,0.0895871,0.393281,0.202893,0.202893,0.996354,0.0895871,0.19664,0.405787,0.30434,0.996354,0.0895871,0.19664,0.30434,0.405787,0.0329781,0.0444327,0.0498177,0.0498177,125,,
166,,,,,,,,,,,112031,614952,253816,126908,113925,623334,256913,128456,112438,618673,255447,127724,,,,,896244,,491962,,203053,,101527,,,0.0896244,0.0983924,0.101527,0.101527,,,,,,569626,311667,128456,642282,340.75,999,139137,500,512383,200,256192,100,,0.659943,0.358498,0.0983924,0.101527,0.101527,0.8893,0.0896244,0.393569,0.203053,0.203053,0.997095,0.0896244,0.196785,0.406106,0.30458,0.997095,0.0896244,0.196785,0.30458,0.406106,0.0329972,0.044465,0.0498547,0.0498547,125,,
167,,,,,,,,,,,112085,615429,254024,127012,113888,623172,256853,128427,112556,619336,255712,127856,,,,,896683,,492344,,203219,,10161,,,0.0896683,0.0984687,0.10161,0.10161,,,,,,569441,311586,128427,642134,340891,999,139179,500,512513,200,256257,100,,0.660361,0.358673,0.0984687,0.10161,0.10161,0.889981,0.0896683,0.393875,0.203219,0.203219,0.997873,0.0896683,0.196937,0.406438,0.304829,0.997873,0.0896683,0.196937,0.304829,0.406438,0.0330181,0.0444991,0.0498936,0.0498936,125,,
168,,,,,,,,,,,112148,615927,254238,127119,113853,623024,2568,1284,112674,619983,255968,127984,,,,,897182,,492742,,20339,,101695,,,0.0897182,0.0985484,0.101695,0.101695,,,,,,569265,311512,128.4,641999,341017,999,139214,500,512612,200,256306,100,,0.660811,0.358873,0.0985484,0.101695,0.101695,0.890692,0.0897182,0.394194,0.20339,0.20339,0.99868,0.0897182,0.197097,0.40678,0.305085,0.99868,0.0897182,0.197097,0.305085,0.40678,0.0330406,0.0445346,0.049934,0.049934,125,,
169,,,,,,,,,,,112217,616442,254456,127228,11382,622888,256751,128376,112792,620612,256215,128107,,,,,897733,,493154,,203565,,101782,,,0.0897733,0.0986307,0.101782,0.101782,,,,,,569.1,311444,128376,641878,341127,999,139.24,500,51268,200,25634,100,,0.661289,0.359093,0.0986307,0.101782,0.101782,0.891425,0.0897733,0.394523,0.203565,0.203565,0.999511,0.0897733,0.197261,0.407129,0.305347,0.999511,0.0897733,0.197261,0.305347,0.407129,0.0330644,0.0445713,0.0499756,0.0499756,125,,
170,,,,,,,,,,,112291,616969,254677,127338,113789,622766,256708,128354,112909,62122,256452,128226,,,,,89833,,493575,,203741,,101871,,,0.089833,0.098715,0.101871,0.101871,,,,,,568945,311383,128354,641769,341222,999,139259,500,51272,200,25636,100,,0.661788,0.359332,0.098715,0.101871,0.101871,0.892176,0.089833,0.39486,0.203741,0.203741,100036,0.089833,0.19743,0.407483,0.305612,100036,0.089833,0.19743,0.305612,0.407483,0.0330894,0.0446088,0.0500179,0.0500179,125,,
171,,,,,,,,,,,112371,617503,254899,12745,11376,622657,25667,128335,113024,621803,256677,128339,,,,,898966,,494003,,203919,,10196,,,0.0898966,0.0988005,0.10196,0.10196,,,,,,568.8,311328,128335,641674,341303,999,139271,500,512732,200,256366,100,,0.662306,0.359586,0.0988005,0.10196,0.10196,0.892937,0.0898966,0.395202,0.203919,0.203919,100121,0.0898966,0.197601,0.407838,0.305879,100121,0.0898966,0.197601,0.305879,0.407838,0.0331153,0.0446469,0.0500607,0.0500607,125,,
172,,,,,,,,,,,112454,618042,255121,12756,113733,62256,256637,128318,113136,622361,256891,128446,,,,,899634,,494434,,204097,,102048,,,0.0899634,0.0988868,0.102048,0.102048,,,,,,568667,311.28,128318,641592,341.37,999,139277,500,512719,200,256359,100,,0.662837,0.359853,0.0988868,0.102048,0.102048,0.893704,0.0899634,0.395547,0.204097,0.204097,100208,0.0899634,0.197774,0.408194,0.306145,100208,0.0899634,0.197774,0.306145,0.408194,0.0331418,0.0446852,0.0501038,0.0501038,125,,
173,,,,,,,,,,,112541,618582,255341,127671,113709,622476,256609,128305,113246,62289,257093,128547,,,,,900328,,494865,,204273,,102136,,,0.0900328,0.0989731,0.102136,0.102136,,,,,,568544,311238,128305,641523,341423,999,139276,500,512682,200,256341,100,,0.663377,0.360131,0.0989731,0.102136,0.102136,0.894471,0.0900328,0.395892,0.204273,0.204273,100293,0.0900328,0.197946,0.408546,0.306409,100293,0.0900328,0.197946,0.306409,0.408546,0.0331689,0.0447236,0.0501467,0.0501467,125,,
174,,,,,,,,,,,11263,619118,255558,127779,113687,622404,256586,128293,113352,623389,257282,128641,,,,,901042,,495295,,204447,,102223,,,0.0901042,0.0990589,0.102223,0.102223,,,,,,568433,311202,128293,641465,341463,999,139269,500,512623,200,256311,100,,0.663922,0.360417,0.0990589,0.102223,0.102223,0.895233,0.0901042,0.396236,0.204447,0.204447,100379,0.0901042,0.198118,0.408894,0.30667,100379,0.0901042,0.198118,0.30667,0.408894,0.0331961,0.0447617,0.0501893,0.0501893,125,,
175,,,,,,,,,,,112721,619648,255772,127886,113667,622344,256568,128284,113455,623858,257457,128728,,,,,90177,,495719,,204617,,102309,,,0.090177,0.0991438,0.102309,0.102309,,,,,,568333,311172,128284,64142,341.49,999,139256,500,512543,200,256272,100,,0.664469,0.360708,0.0991438,0.102309,0.102309,0.895987,0.090177,0.396575,0.204617,0.204617,100463,0.090177,0.198288,0.409235,0.306926,100463,0.090177,0.198288,0.306926,0.409235,0.0332235,0.0447993,0.0502313,0.0502313,125,,
176,,,,,,,,,,,112813,62017,255979,12799,113649,622296,256554,128277,113553,624294,257618,128809,,,,,902507,,496136,,204784,,102392,,,0.0902507,0.0992271,0.102392,0.102392,,,,,,568244,311148,128277,641386,341505,999,139238,500,512445,200,256223,100,,0.665013,0.361003,0.0992271,0.102392,0.102392,0.896726,0.0902507,0.396908,0.204784,0.204784,100545,0.0902507,0.198454,0.409567,0.307175,100545,0.0902507,0.198454,0.307175,0.409567,0.0332507,0.0448363,0.0502724,0.0502724,125,,
177,,,,,,,,,,,112906,620679,256181,128091,113633,622259,256545,128272,113646,624697,257766,128883,,,,,903247,,496543,,204945,,102472,,,0.0903247,0.0993086,0.102472,0.102472,,,,,,568166,311.13,128272,641362,341509,999,139216,500,512331,200,256165,100,,0.665552,0.361299,0.0993086,0.102472,0.102472,0.897449,0.0903247,0.397234,0.204945,0.204945,100625,0.0903247,0.198617,0.40989,0.307417,100625,0.0903247,0.198617,0.307417,0.40989,0.0332776,0.0448724,0.0503124,0.0503124,125,,
178,,,,,,,,,,,112998,621173,256375,128188,11362,622233,25654,12827,113735,625067,2579,12895,,,,,903986,,496939,,20.51,,10255,,,0.0903986,0.0993877,0.10255,0.10255,,,,,,568099,311116,128.27,641349,341503,999,139.19,500,512202,200,256101,100,,0.666082,0.361594,0.0993877,0.10255,0.10255,0.89815,0.0903986,0.397551,0.2051,0.2051,100703,0.0903986,0.198775,0.410201,0.307651,100703,0.0903986,0.198775,0.307651,0.410201,0.0333041,0.0449075,0.0503513,0.0503513,125,,
179,,,,,,,,,,,11309,621651,256562,128281,113608,622216,256538,128269,113818,625403,25802,12901,,,,,904718,,497321,,20525,,102625,,,0.0904718,0.0994642,0.102625,0.102625,,,,,,568042,311108,128269,641345,341487,999,139.16,500,512059,200,25603,100,,0.666601,0.361887,0.0994642,0.102625,0.102625,0.898828,0.0904718,0.397857,0.20525,0.20525,100777,0.0904718,0.198928,0.410499,0.307874,100777,0.0904718,0.198928,0.307874,0.410499,0.0333301,0.0449414,0.0503887,0.0503887,125,,
180,,,,,,,,,,,11318,622111,25674,12837,113599,62221,25654,12827,113895,625705,258126,129063,,,,,90544,,497688,,205392,,102696,,,0.090544,0.0995377,0.102696,0.102696,,,,,,567995,311105,128.27,641351,341461,999,139126,500,511906,200,255953,100,,0.667106,0.362176,0.0995377,0.102696,0.102696,0.899478,0.090544,0.398151,0.205392,0.205392,100849,0.090544,0.199075,0.410784,0.308088,100849,0.090544,0.199075,0.308088,0.410784,0.0333553,0.0449739,0.0504245,0.0504245,125,,
181,,,,,,,,,,,113268,622549,256908,128454,113592,622212,256546,128273,113967,625974,258219,129109,,,,,906148,,49804,,205527,,102763,,,0.0906148,0.0996079,0.102763,0.102763,,,,,,567958,311106,128273,641365,341428,999,139.09,500,511743,200,255871,100,,0.667594,0.362459,0.0996079,0.102763,0.102763,0.9001,0.0906148,0.398432,0.205527,0.205527,100917,0.0906148,0.199216,0.411053,0.30829,100917,0.0906148,0.199216,0.30829,0.411053,0.0333797,0.045005,0.0504587,0.0504587,125,,
182,,,,,,,,,,,113355,622966,257067,128534,113586,622223,256555,128277,114034,62621,258298,129149,,,,,906837,,498373,,205654,,102827,,,0.0906837,0.0996746,0.102827,0.102827,,,,,,567.93,311112,128277,641387,341386,999,139051,500,511572,200,255786,100,,0.668063,0.362735,0.0996746,0.102827,0.102827,0.90069,0.0906837,0.398698,0.205654,0.205654,100982,0.0906837,0.199349,0.411308,0.308481,100982,0.0906837,0.199349,0.308481,0.411308,0.0334032,0.0450345,0.0504911,0.0504911,125,,
183,,,,,,,,,,,113438,62336,257216,128608,113582,622242,256566,128283,114094,626413,258364,129182,,,,,907505,,498688,,205773,,102886,,,0.0907505,0.0997376,0.102886,0.102886,,,,,,567911,311121,128283,641416,341338,999,139.01,500,511395,200,255697,100,,0.668512,0.363002,0.0997376,0.102886,0.102886,0.901246,0.0907505,0.39895,0.205773,0.205773,101043,0.0907505,0.199475,0.411546,0.308659,101043,0.0907505,0.199475,0.308659,0.411546,0.0334256,0.0450623,0.0505215,0.0505215,125,,
184,,,,,,,,,,,113519,623729,257354,128677,11358,622268,256581,12829,114149,626584,258418,129209,,,,,908149,,498983,,205883,,102942,,,0.0908149,0.0997967,0.102942,0.102942,,,,,,567901,311134,128.29,641452,341284,999,138968,500,511213,200,255606,100,,0.66894,0.363259,0.0997967,0.102942,0.102942,0.901768,0.0908149,0.399187,0.205883,0.205883,1011,0.0908149,0.199593,0.411767,0.308825,1011,0.0908149,0.199593,0.308825,0.411767,0.033447,0.0450884,0.05055,0.05055,125,,
185,,,,,,,,,,,113596,624073,257482,128741,11358,6223,256597,128299,114198,626724,25846,12923,,,,,908765,,499259,,205985,,102993,,,0.0908765,0.0998517,0.102993,0.102993,,,,,,567899,311.15,128299,641493,341225,999,138924,500,511028,200,255514,100,,0.669343,0.363506,0.0998517,0.102993,0.102993,0.902254,0.0908765,0.399407,0.205985,0.205985,101153,0.0908765,0.199703,0.411971,0.308978,101153,0.0908765,0.199703,0.308978,0.411971,0.0334672,0.0451127,0.0505765,0.0505765,125,,
186,,,,,,,,,,,113669,624392,257599,128799,113581,622338,256616,128308,114242,626835,25849,129245,,,,,909353,,499513,,206079,,103039,,,0.0909353,0.0999027,0.103039,0.103039,,,,,,567904,311169,128308,64154,341161,999,138879,500,510841,200,25542,100,,0.669723,0.363741,0.0999027,0.103039,0.103039,0.902704,0.0909353,0.399611,0.206079,0.206079,101202,0.0909353,0.199805,0.412158,0.309118,101202,0.0909353,0.199805,0.309118,0.412158,0.0334861,0.0451352,0.0506009,0.0506009,125,,
187,,,,,,,,,,,113739,624684,257705,128852,113583,622382,256637,128318,114279,626917,258509,129254,,,,,90991,,499747,,206164,,103082,,,0.090991,0.0999495,0.103082,0.103082,,,,,,567916,311191,128318,641591,341093,999,138834,500,510653,200,255327,100,,0.670077,0.363964,0.0999495,0.103082,0.103082,0.903116,0.090991,0.399798,0.206164,0.206164,101246,0.090991,0.199899,0.412327,0.309246,101246,0.090991,0.199899,0.309246,0.412327,0.0335039,0.0451558,0.0506231,0.0506231,125,,
188,,,,,,,,,,,113804,62495,2578,1289,113587,62243,256659,128329,114311,626972,258517,129259,,,,,910434,,49996,,20624,,10312,,,0.0910434,0.099992,0.10312,0.10312,,,,,,567935,311215,128329,641647,341022,999,138789,500,510467,200,255233,100,,0.670405,0.364173,0.099992,0.10312,0.10312,0.903491,0.0910434,0.399968,0.20624,0.20624,101287,0.0910434,0.199984,0.41248,0.30936,101287,0.0910434,0.199984,0.30936,0.41248,0.0335203,0.0451746,0.0506433,0.0506433,125,,
189,,,,,,,,,,,113865,62519,257884,128942,113592,622483,256682,128341,114338,627002,258516,129258,,,,,910924,,500152,,206307,,103154,,,0.0910924,0.10003,0.103154,0.103154,,,,,,567.96,311241,128341,641705,340948,999,138744,500,510282,200,255141,100,,0.670707,0.364369,0.10003,0.103154,0.103154,0.903828,0.0910924,0.400121,0.206307,0.206307,101323,0.0910924,0.200061,0.412615,0.309461,101323,0.0910924,0.200061,0.309461,0.412615,0.0335354,0.0451914,0.0506614,0.0506614,125,,
190,,,,,,,,,,,113922,625403,257958,128979,113598,622538,256707,128353,11436,627007,258506,129253,,,,,911379,,500323,,206366,,103183,,,0.0911379,0.100065,0.103183,0.103183,,,,,,567989,311269,128353,641767,340873,999,138699,500,51.01,200,25505,100,,0.670982,0.364551,0.100065,0.103183,0.103183,0.904128,0.0911379,0.400258,0.206366,0.206366,101355,0.0911379,0.200129,0.412733,0.309549,101355,0.0911379,0.200129,0.309549,0.412733,0.0335491,0.0452064,0.0506774,0.0506774,125,,
191,,,,,,,,,,,113975,625591,258021,129011,113605,622597,256732,128366,114376,626989,258487,129243,,,,,911798,,500473,,206417,,103208,,,0.0911798,0.100095,0.103208,0.103208,,,,,,568024,311298,128366,64183,340796,999,138654,500,509923,200,254961,100,,0.671231,0.364719,0.100095,0.103208,0.103208,0.904392,0.0911798,0.400378,0.206417,0.206417,101383,0.0911798,0.200189,0.412834,0.309625,101383,0.0911798,0.200189,0.309625,0.412834,0.0335615,0.0452196,0.0506914,0.0506914,125,,
192,,,,,,,,,,,114023,625753,258074,129037,113613,622658,256758,128379,114388,62695,25846,12923,,,,,912182,,500602,,206459,,10323,,,0.0912182,0.10012,0.10323,0.10323,,,,,,568063,311329,128379,641895,340719,999,138611,500,50975,200,254875,100,,0.671453,0.364873,0.10012,0.10323,0.10323,0.904619,0.0912182,0.400482,0.206459,0.206459,101407,0.0912182,0.200241,0.412919,0.309689,101407,0.0912182,0.200241,0.309689,0.412919,0.0335726,0.0452309,0.0507034,0.0507034,125,,
193,,,,,,,,,,,114066,62589,258118,129059,113621,622721,256785,128392,114395,626891,258426,129213,,,,,912529,,500712,,206494,,103247,,,0.0912529,0.100142,0.103247,0.103247,,,,,,568106,311.36,128392,641962,340641,999,138568,500,509582,200,254791,100,,0.671648,0.365012,0.100142,0.103247,0.103247,0.904811,0.0912529,0.40057,0.206494,0.206494,101427,0.0912529,0.200285,0.412988,0.309741,101427,0.0912529,0.200285,0.309741,0.412988,0.0335824,0.0452406,0.0507134,0.0507134,125,,
194,,,,,,,,,,,114105,626003,258152,129076,11363,622785,256811,128406,114398,626815,258386,129193,,,,,912841,,500803,,206521,,103261,,,0.0912841,0.100161,0.103261,0.103261,,,,,,568152,311392,128406,642029,340564,999,138527,500,509422,200,254711,100,,0.671818,0.365136,0.100161,0.103261,0.103261,0.904969,0.0912841,0.400642,0.206521,0.206521,101443,0.0912841,0.200321,0.413043,0.309782,101443,0.0912841,0.200321,0.309782,0.413043,0.0335909,0.0452484,0.0507215,0.0507215,125,,
